0.jpg,61.952633,72.179115,-180.91315,66.263885,66.799446,-169.11884,69.05978,67.089935,-169.12012,71.9033,67.34848,-169.16492,58.64424,66.31069,-169.69858,55.803295,66.13898,-169.68184,52.938087,66.01849,-169.71967,75.78837,72.78077,-102.80212,49.508194,70.73294,-102.652985,66.99015,80.54292,-156.06207,56.354225,79.80252,-156.19714,91.490295,116.36177,-61.28254,27.465256,112.560776,-78.844246,99.102135,164.67032,-42.460354,17.029766,162.244,-70.57672,98.942154,207.96817,-120.45007,16.22676,208.22862,-118.14937,101.3934,222.00232,-140.44962,13.076334,222.18582,-135.55478,96.53201,221.95464,-158.10521,19.82967,223.93127,-155.1293,93.1209,216.91702,-129.29901,24.207836,219.10118,-126.92682,74.09959,212.68948,0.62952757,33.178013,210.31918,-0.299546,75.638824,277.56284,-34.30502,35.48405,274.92914,-18.592636,77.0888,336.2993,77.3834,39.53965,332.5296,104.66298,77.465935,344.84088,84.37245,40.047157,341.21057,111.59462,74.395744,357.15814,9.552684,42.672928,354.0438,37.965233
1.jpg,62.017296,72.363914,-188.02937,66.351166,66.879875,-176.2154,69.17612,67.14761,-176.21008,72.047005,67.38365,-176.24625,58.69529,66.434364,-176.59267,55.844257,66.28011,-176.57182,52.968994,66.177,-176.60818,76.043686,72.7481,-109.90535,49.67106,70.86282,-109.03,67.16617,80.642715,-163.21902,56.467533,79.96907,-163.13736,91.7135,116.027725,-67.30947,27.89191,112.26324,-84.98849,98.80975,164.45152,-47.338223,17.638788,162.22398,-77.40113,98.62338,207.67911,-124.27266,17.905571,208.20483,-124.21518,101.03267,221.58334,-144.06995,15.193041,222.19337,-142.08876,96.47743,221.53629,-161.83765,22.02815,223.75826,-160.9834,93.12028,216.46349,-133.19597,26.137447,218.76544,-132.8058,74.310844,211.66283,0.22745813,33.624054,209.19673,0.100107394,75.60593,275.99942,-33.82645,35.722847,272.98535,-18.207382,77.39708,333.6995,78.90362,39.7001,329.6277,106.139984,78.06188,342.15903,85.94409,40.259727,338.30072,113.12555,74.124176,354.1571,10.575726,42.54909,350.68204,39.131187
10.jpg,60.932487,75.04603,-177.905,65.30802,69.63497,-166.85059,68.062,69.97075,-166.83932,70.86261,70.27465,-166.86847,57.962173,68.95477,-167.48598,55.18738,68.68802,-167.46579,52.387974,68.472664,-167.5008,74.57841,75.27772,-103.679535,49.02282,72.58977,-104.03339,65.658745,82.968414,-154.14154,55.25646,81.987595,-154.41649,88.99242,116.42105,-63.9143,26.883686,112.89168,-85.00014,95.036125,164.33446,-45.423717,18.19926,163.66544,-83.09665,95.2989,208.47571,-110.31429,17.283787,209.93732,-121.35696,97.930435,222.24438,-125.89191,14.241264,223.52817,-136.5073,93.76642,222.8735,-143.01505,20.469824,225.33565,-154.54529,90.09548,217.89749,-118.5262,24.860619,220.6561,-129.50784,71.64511,211.46083,1.2627689,32.09541,209.77917,-0.8984254,73.27347,272.7833,-40.308914,35.320442,271.83365,-21.541346,74.85666,329.41467,65.2679,40.120148,326.6453,97.92857,75.52715,337.89667,72.12989,40.54472,335.19992,104.70993,72.29219,349.53613,3.7708077,43.237637,346.95914,36.55245
100.jpg,60.870026,89.724304,-135.81036,63.27919,86.84562,-128.33363,64.886856,87.03189,-128.30688,66.51444,87.195114,-128.27283,58.980217,86.5093,-128.5865,57.33576,86.38176,-128.5266,55.67205,86.28818,-128.53355,68.70043,89.94942,-86.987915,53.59475,88.743996,-87.45242,63.780758,94.16818,-120.69597,57.541252,93.63403,-120.8595,78.06199,116.07447,-61.420578,39.6074,112.46538,-74.188286,80.31224,147.98987,-47.29426,33.563873,143.60028,-74.97952,81.77583,176.66727,-82.49033,34.297733,172.74301,-104.09717,83.12259,185.45279,-91.289406,33.21915,181.59988,-114.519966,80.89172,186.0879,-102.85832,37.356403,182.19572,-126.87053,78.414825,182.51627,-87.097664,40.061337,178.58698,-109.555084,68.037476,174.94229,4.4300246,44.54682,174.72546,-4.108207,66.60245,215.24762,-6.6522975,47.176006,216.24484,-15.422701,67.72857,247.01697,66.500916,47.457436,249.05186,65.82233,67.10249,251.87097,71.51332,47.524124,253.86511,70.580444,69.297104,260.75705,34.205723,48.88446,263.39783,29.19
1000.jpg,110.99824,66.662796,-217.37677,116.27345,60.53798,-203.40858,119.36574,60.726917,-203.4423,122.51203,60.88501,-203.53282,107.67893,60.435226,-201.9865,104.63221,60.428673,-201.97458,101.54489,60.471893,-201.9943,127.2882,67.096756,-123.62581,98.61644,65.972595,-113.680374,117.05585,75.92804,-187.42044,105.362404,75.533356,-184.7015,146.4454,117.19852,-79.21529,79.14634,115.48617,-63.478844,151.36197,177.81714,-63.856354,67.94523,174.00688,-44.33606,152.57524,226.65167,-141.89606,57.41407,217.88933,-110.48249,156.01738,240.76855,-161.74248,52.490753,231.32474,-128.044,153.46454,240.9539,-183.40807,54.23492,231.83798,-153.9155,150.21724,235.70212,-153.03719,59.314415,227.36237,-123.29341,131.64163,222.08443,-8.57765,87.2793,221.1781,9.033842,131.90874,296.1049,-53.389496,85.87325,293.7078,-20.105242,130.59834,367.01593,87.52475,86.54326,364.0657,127.28902,132.87817,377.9521,96.2292,86.560196,375.257,135.68684,120.25596,388.03894,8.552753,88.41545,385.03946,51.280277
1001.jpg,103.099655,65.06171,-204.6507,108.421425,59.393684,-189.853,111.49024,59.77807,-189.86223,114.61636,60.128986,-189.93875,99.8132,58.839012,-189.6962,96.76196,58.694412,-189.69092,93.674194,58.597202,-189.73058,119.07309,66.757385,-108.65951,90.36782,64.295074,-105.33709,108.71579,74.85724,-174.38196,97.009186,73.91758,-173.58946,137.35889,116.4765,-60.22719,69.88155,114.7256,-61.069122,143.39151,174.80962,-35.714874,59.270924,172.66916,-43.443726,143.74196,222.30672,-117.0508,48.94126,215.85062,-110.16212,147.04291,236.81082,-136.7976,43.834854,229.52208,-128.04443,143.58067,236.76804,-159.31465,45.978466,230.09175,-153.66048,140.44196,231.55823,-128.642,51.12006,225.75755,-122.51905,124.845505,222.69902,-2.1569273,79.64787,222.07869,2.6662333,125.18588,297.3128,-46.020615,79.45281,295.34024,-33.29783,123.855225,367.85938,91.96579,80.117836,365.79364,112.9297,125.47911,378.60486,100.368195,79.52932,376.592,121.40381,115.39395,389.6389,14.118901,84.39985,387.62094,36.7655
101.jpg,60.756977,90.500626,-140.19951,63.5305,87.55328,-133.44504,65.16552,87.8218,-133.42017,66.82019,88.06553,-133.40129,59.22521,86.93923,-133.21652,57.59678,86.69424,-133.14569,55.948654,86.48525,-133.12949,69.20722,90.63414,-92.364235,54.028008,88.47295,-91.090225,63.53532,94.92723,-124.8752,57.363903,94.04671,-124.587166,78.706924,115.48275,-64.6072,39.705173,112.03493,-75.704605,81.2166,147.61026,-48.15437,33.815453,144.37631,-76.06921,81.712234,177.15161,-85.28401,33.666946,173.5021,-105.38481,82.747185,186.22891,-95.0852,32.549877,181.9075,-115.46108,80.15217,186.79489,-106.28237,36.1326,182.86757,-128.90512,77.74442,183.07169,-89.70612,39.080803,179.49387,-111.25685,69.03995,175.01578,3.2562463,45.499058,174.66728,-2.9179199,65.65378,216.42792,-10.518413,47.3211,216.46405,-17.34824,66.38915,248.73224,62.77936,47.744404,249.13666,64.85135,66.47894,253.39001,67.78115,47.844894,253.96024,69.63309,65.54681,262.85263,28.656046,49.30603,263.23758,27.028177
102.jpg,60.66711,89.736374,-130.44907,63.354855,86.8324,-123.35059,65.005035,87.05655,-123.325584,66.68068,87.257034,-123.29174,59.00659,86.38148,-123.43121,57.3703,86.217064,-123.37576,55.714127,86.08763,-123.39102,69.213776,90.003296,-82.71907,53.907047,88.38599,-82.77445,63.6709,94.291405,-115.489784,57.43476,93.63054,-115.58178,79.023834,115.62214,-53.819946,39.45504,112.49041,-71.535736,81.17594,147.32776,-35.109108,32.392006,144.70258,-73.14843,82.15502,175.8482,-75.622696,33.80925,175.39952,-99.64975,83.188774,184.97592,-85.81546,33.03646,184.3752,-109.42441,80.93646,185.15828,-97.742905,37.221214,185.12277,-122.72803,78.56181,181.43672,-80.52824,39.974327,181.49747,-105.36551,69.2051,176.50125,5.3226404,45.170246,176.12416,-4.9752436,66.40885,218.1545,-5.57511,47.590008,218.19351,-19.085102,67.674965,250.5543,63.119183,47.101326,252.14062,55.40778,67.47753,255.282,67.362946,46.846447,257.12863,59.251236,67.59863,264.36667,26.926556,48.98893,266.30142,13.941352
103.jpg,61.415337,89.625534,-138.07297,63.888332,86.724045,-130.53418,65.505684,86.9121,-130.50775,67.1445,87.07829,-130.47299,59.552998,86.36717,-130.92831,57.901424,86.24336,-130.86037,56.229637,86.155075,-130.85593,69.39637,89.8195,-87.87126,54.17294,88.55187,-89.10806,64.28518,94.11925,-122.396,58.088272,93.58323,-122.85869,78.869095,115.462585,-57.59141,39.713657,112.723434,-77.09321,81.08902,147.12813,-40.552597,33.375748,145.23918,-80.11522,82.77392,175.46272,-82.10173,34.30954,176.15436,-104.951065,84.254074,184.3471,-92.25726,33.278236,184.94763,-114.40602,81.95369,184.90675,-104.37417,37.362907,185.89464,-127.61989,79.31318,181.29756,-87.11275,40.24245,182.27414,-110.65992,69.14964,175.68733,5.2878737,45.010326,175.42287,-4.9510894,67.30604,217.9838,-7.6383214,47.31747,217.7906,-19.868774,69.29767,250.5115,64.80676,46.861385,251.46178,60.810402,69.15747,255.44397,69.44406,46.747547,256.52332,65.250595,69.70801,264.15546,28.357147,48.28732,265.61597,19.769567
104.jpg,61.900925,90.68875,-143.03638,64.52552,87.535286,-135.98282,66.188354,87.76785,-135.9542,67.86839,87.97612,-135.93321,60.131424,87.03358,-136.23924,58.43313,86.830475,-136.17676,56.714428,86.66306,-136.16766,70.06493,90.57931,-93.77783,54.50593,88.81781,-94.26245,64.69042,95.197464,-127.25413,58.334614,94.45726,-127.473114,79.488594,116.51254,-66.22194,39.87363,113.07077,-79.76174,82.42884,149.71123,-51.124603,33.6995,146.53812,-81.047165,83.98143,179.49615,-89.435196,34.999733,177.14719,-109.15222,85.23852,188.77846,-99.19381,34.08822,186.25557,-119.30246,82.89091,189.21068,-110.77621,38.27989,187.094,-132.46776,80.28279,185.47372,-94.04153,41.142036,183.39774,-114.8328,70.16776,178.69524,3.5207903,46.282753,178.36873,-3.1641424,68.70972,220.76906,-7.9832425,48.52245,221.2257,-13.117174,69.58779,254.0396,64.899994,49.91844,255.29828,66.40214,69.385506,259.03027,69.82918,50.071888,260.68274,70.83096,69.73096,268.0112,31.460676,51.5079,269.05496,27.73554
